id,Summary,Status,Type,Owner,Priority,Milestone,Component,Version,Severity,Created,Modified,Parent ID,Points,Reviewer,Reporter,Keywords
27369,All Tor roles should reject non-UTF-8 in all directory documents,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,29 ago. 2018 01:14:47,2 sep. 2018 22:11:17,#24033,,,teor,"rust-wants, prop285, 034-triage-20180328, 034-removed-20180328"
27374,Bridge clients should reject non-UTF-8 in descriptors,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,29 ago. 2018 03:58:48,29 ago. 2018 03:58:48,#24033,,,teor,"rust-wants, prop285, 034-triage-20180328, 034-removed-20180328"
27375,TBA opens input.mozilla.org URL on its own,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,29 ago. 2018 05:51:15,29 ago. 2018 05:51:15,,,,towiw3,tbb-mobile
27376,Travis: Actually use gcc on OS X,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,29 ago. 2018 09:04:23,5 sep. 2018 03:25:54,,,,teor,"tor-ci, gcc, easy, intro"
27377,Broken Captcha on Trac,new,defect,qbi,Medium,,Internal Services/Service - trac,,Normal,29 ago. 2018 09:19:59,29 ago. 2018 09:28:24,,,,cadaeibfed,"captcha, Trac"
27381,Bad consensus diffs on 0.3.4 and later [with chutney],assigned,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,29 ago. 2018 12:43:59,8 mar. 2019 10:59:01,#26310,,,teor,"tor-auth, regression, teor-unreached-2019-03-08"
27382,Bad valid-after time in 0.3.3 and 0.3.4,assigned,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,29 ago. 2018 12:47:26,8 mar. 2019 04:56:31,#27146,,,teor,"tor-auth, teor-unreached-2019-03-08"
27409,improve captcha used by trac,new,defect,qbi,Medium,,Internal Services/Service - trac,,Normal,1 sep. 2018 21:54:26,9 sep. 2018 00:30:15,#26752,,,cypherpunks3,"cypherpunks, captcha, spam"
27412,make bug tracker links on getinvolved page accessible without login,needs_review,defect,qbi,Medium,,Webpages/Website,,Normal,2 sep. 2018 11:53:02,2 sep. 2018 15:03:32,,,,traumschule,
27415,All Tor instances should attempt to parse directory documents before uploading them,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,2 sep. 2018 22:37:24,2 sep. 2018 22:37:24,#24033,,,teor,"rust-wants, prop285, 034-triage-20180328, 034-removed-20180328"
27416,Automatc tickets for malformed descriptors,new,defect,atagar,Medium,Tor: unspecified,Core Tor/DocTor,,Normal,2 sep. 2018 22:56:57,11 sep. 2018 19:39:14,,,,teor,tor-dirauth
27421,Tor security policy,new,defect,,Medium,website redesign,Webpages/Website,,Normal,3 sep. 2018 11:18:20,3 sep. 2018 11:18:20,#25131,,,traumschule,
27423,Sign security.txt,new,defect,,Medium,website redesign,Webpages/Website,,Normal,3 sep. 2018 11:27:27,3 sep. 2018 11:27:27,#25131,,,traumschule,
27425,Video(player) on Youtube is not properly aligned,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,3 sep. 2018 12:01:43,3 sep. 2018 22:09:07,,,,gk,
27426,"""Tor unexpectedly exited."" is not clear enough",new,defect,brade,Medium,,Applications/Tor Launcher,,Normal,3 sep. 2018 12:41:14,9 sep. 2018 01:32:33,,,,traumschule,
27431,TBA connects to location.services.mozilla.com,reopened,defect,sysrqb,Medium,,Applications/Tor Browser,,Major,4 sep. 2018 07:28:38,22 oct. 2018 07:47:47,,,,towiw3,tbb-mobile
27437,search.disconnect.me don't work for a long time now,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,4 sep. 2018 14:48:47,5 sep. 2018 12:59:08,,,,h1n1,
27445,deb.torproject.org archive signing key expired,new,defect,,Medium,,Internal Services/Service - dist,,Normal,4 sep. 2018 17:48:16,4 sep. 2018 17:48:16,,,,again,
27447,also show ip address of destination at tor circuit,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,4 sep. 2018 18:56:59,5 sep. 2018 11:06:01,,,,h1n1,tbb-circuit-display
27448,"router_have_consensus_path() logs an incorrect ""no exits in consensus""",assigned,defect,teor,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.4.7-rc,Normal,4 sep. 2018 23:20:08,8 mar. 2019 05:25:52,,,,teor,fast-fix
27452,"""New Identity"" does not properly clear state of the find bar",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,5 sep. 2018 01:30:20,10 sep. 2018 19:06:57,,,,nsuchy,tbb-newnym
27476,Remove gap between Tor Launcher window and main browser window,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,5 sep. 2018 18:11:52,10 sep. 2018 15:30:23,,,,arthuredelstein,tor-launcher tbb-performance ux-team
27479,Integ failure with ss,new,defect,atagar,Medium,,Core Tor/Stem,,Normal,5 sep. 2018 19:17:48,26 may. 2019 17:42:55,,,,atagar,testing
27483,"Onboarding: dialog closure is effectively treated as ""read"", causing screen advancement",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Minor,5 sep. 2018 21:09:35,11 sep. 2018 13:52:25,,,,dmr,"tbb-8.0-issues, tbb-onboarding, ux-team"
27487,"I can't log into TOR, instead get the below message. What's up with that?",new,defect,alison,Medium,,Community/Outreach,,Normal,5 sep. 2018 21:54:22,6 sep. 2018 17:01:32,,,,Yepper,
27501,Local color override broken with 8.0 update,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Minor,6 sep. 2018 04:02:38,6 sep. 2018 06:38:41,,,,toruser1999,"tbb-8.0-issues, tbb-regression"
27507,DuckDuckGo can't be used without JS in Tor Browser 8 anymore,needs_revision,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,6 sep. 2018 12:44:42,14 sep. 2018 13:42:15,,,,gk,"noscript, tbb-8.0-issues, tbb-regression, tbb-8.0.1-can, GeorgKoppen201809, TorBrowserTeam201809"
27510,Bookmark sidebar gets closed after New Identity,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Trivial,6 sep. 2018 16:45:28,7 sep. 2018 17:29:58,,,,isnaiter,"tbb-8.0-issues, tbb-regression"
27515,video placeholder didn't work in Tor browser 8.0 on highest security level,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,6 sep. 2018 19:46:37,12 dic. 2018 11:53:04,,,,1362572,"tbb-8.0-issues, tbb-regression, tbb-security-slider, noscript"
27517,./run_nyx shows stem's debug output,needs_information,defect,atagar,Medium,,Core Tor/Nyx,,Normal,6 sep. 2018 22:47:47,3 ene. 2019 22:19:57,,,,traumschule,
27518,firefox tries to access system's snapd profile,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,6 sep. 2018 23:12:46,25 oct. 2018 09:32:12,,,,traumschule,"tbb-security, tbb-8.0-issues, tbb-regression"
27519,"missing ""Service configured in"" for hs-v3 lines in info log",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.2.1-alpha,Normal,6 sep. 2018 23:24:05,16 oct. 2018 00:16:21,,,,traumschule,
27522,Screen Size doesn't change with customizing Firefox toolbars,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 sep. 2018 02:02:34,22 mar. 2019 08:36:26,,,,awa7,tbb-fingerprinting-resolution
27529,Fix disable CSS regression in Firefox 60/TORBrowser 8,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 sep. 2018 03:57:27,7 sep. 2018 17:12:58,,,,cypherpunks3,"tbb-8.0-issues, tbb-regression"
27534,Trac's autocomplete.js logs $.browser is undefined,new,defect,qbi,Medium,,Internal Services/Service - trac,,Normal,7 sep. 2018 09:18:30,7 sep. 2018 09:56:55,,,,traumschule,
27536,"Opening new tabs leads to error message: browser-child.js, line 359: NS_ERROR_NOT_AVAILABLE",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 sep. 2018 11:05:01,9 sep. 2018 08:03:05,,,,traumschule,"tbb-8.0-issues, tbb-regression"
27537,"ExtensionContent.jsm, line 489: TypeError: Argument 1 of PrecompiledScript.executeInGlobal is not an object.",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 sep. 2018 11:28:46,7 sep. 2018 17:19:35,,,,traumschule,"tbb-8.0-issues, tbb-regression"
27542,Saving websites locally loses pictures and layout,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 sep. 2018 17:59:20,31 oct. 2018 13:51:21,,,,gk,tbb-8.0-issues
27566,Missing link anchor for paginated comments,new,defect,hiro,Medium,,Webpages/Blog,,Normal,8 sep. 2018 06:53:18,8 sep. 2018 06:53:18,,,,traumschule,
27572,metrics.tpo glossary bandwidth terms,new,defect,metrics-team,Medium,,Metrics/Statistics,,Normal,8 sep. 2018 12:27:17,11 sep. 2018 12:43:02,,,,juga,
27576,Disabling urlbar autocompletion breaks urlbar,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,8 sep. 2018 19:18:36,9 sep. 2018 04:37:10,,,,kowenki,
27585,Revision of tor-mirrors.csv,needs_review,defect,traumschule,Medium,,Community/Mirrors,,Normal,9 sep. 2018 06:33:27,3 oct. 2018 12:21:09,#22150,,,traumschule,
27594,new warning: Requested exit point '<snip>' is not known. Closing.,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,9 sep. 2018 19:22:04,9 sep. 2018 22:17:03,,,,toralf,
27602,iis windows authentication prompt not showing up,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 sep. 2018 11:08:42,11 sep. 2018 06:21:21,,,,Schnuffles,"ff68-esr, tbb-usability-website"
27603,Internet Download Manager (IDM) is broken with Tor Browser 8,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 sep. 2018 11:14:32,11 sep. 2018 06:55:17,,,,gk,"tbb-8.0-issues, tbb-regression"
27604,Relocating the Tor Browser directory is broken with Tor Browser 8,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 sep. 2018 11:18:59,2 may. 2019 06:28:25,,,,gk,"tbb-8.0-issues, tbb-regression, tbb-8.0.1-can"
27607,"Enabling SVG sets security slider back to ""Safer""",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 sep. 2018 13:28:37,11 feb. 2019 08:17:25,,,,gk,"tbb-security-slider, tbb-8.0-issues, tbb-regression, tbb-8.0.1-can"
27608,TB 8.5a1 failed to check for noscript updates because of missing manifest type,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 sep. 2018 14:30:04,3 oct. 2018 23:50:13,,,,traumschule,"tbb-8.0-issues, noscript"
27612,dccbbv6cooddgcrq.onion (git.torproject.org) redirects to gitweb.torproject.org,new,defect,tor-gitadm,Medium,,Internal Services/Services Admin Team,,Normal,10 sep. 2018 16:22:39,11 sep. 2018 01:33:08,,,,traumschule,
27614,Check TCP FastOpen for potential proxy bypass,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 sep. 2018 17:27:06,10 sep. 2018 17:27:06,,,,gk,"tbb-proxy-bypass, ff68-esr"
27615,Travis cache sticky failures,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,10 sep. 2018 17:29:45,30 sep. 2018 20:02:17,,,,catalyst,tor-ci
27633,Do subscribed feeds adhere to first party isolation?,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,11 sep. 2018 08:53:02,11 sep. 2018 08:53:02,,,,gk,tbb-linkability
27651,"Behaviour of NoScript varies in ""privileged"" sites",needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,12 sep. 2018 03:54:43,13 sep. 2018 11:42:30,,,,cypherpunks3,
27655,TB 8.5a1 fails to load reachable onion services,needs_information,defect,tbb-team,Medium,Tor: unspecified,Core Tor/Tor,,Normal,12 sep. 2018 12:05:20,24 sep. 2018 12:39:55,,,,traumschule,
27661,use C99 bool from stdbool.h instead of int everywhere,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,12 sep. 2018 13:42:35,14 sep. 2018 01:38:02,#13260,,,cyberpunks,"coccinelle, tor-client, technical-debt, c99"
27662,refactor networkstatus_parse_vote_from_string(),needs_revision,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,12 sep. 2018 14:31:30,20 feb. 2019 16:05:17,#22408,,,cyberpunks,"technical-debt, refactor, long-functions, cthulhucode, 040-deferred-20190220"
27665,NoScript extension reloaded during first run?,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,12 sep. 2018 15:52:20,7 may. 2019 10:06:38,,,,sysrqb,
27666,Remove webstats.torproject.org from onion.torproject.org,new,defect,,Medium,,Internal Services/Services Admin Team,,Normal,12 sep. 2018 15:54:35,12 sep. 2018 15:54:35,,,,traumschule,
27669,Replace recommendations to use tor-ramdisk with something better,needs_review,defect,,Medium,,Webpages/Website,,Normal,12 sep. 2018 19:02:55,19 sep. 2018 22:02:51,#13703,,,traumschule,
27696,unable to open  browser,needs_information,defect,brade,Medium,,Applications/Tor Browser,,Normal,14 sep. 2018 05:13:50,14 sep. 2018 06:52:43,,,,satish_chandra,tbb-usability
27716,Out of memory when loading in multiple years of relay descriptors,new,defect,metrics-team,Medium,,Metrics/CollecTor,,Normal,14 sep. 2018 19:53:45,15 sep. 2018 16:52:02,,,,irl,
27721,Third party cookie not working even if I explicitly allow them,new,defect,,Medium,,Applications,,Normal,15 sep. 2018 14:26:26,15 sep. 2018 14:26:26,,,,Multi,
27722,rust protover doesn't canonicalize adjacent and overlapping ranges,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 sep. 2018 22:26:00,1 mar. 2019 05:02:40,#27190,,,cyberpunks,"rust, protover, 034-backport, 035-deferred-20190115, 041-proposed, 033-backport-unreached"
27725,Stealthy onions should appear to be offline,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,16 sep. 2018 01:25:25,12 oct. 2018 23:13:33,,,,traumschule,"auth, hs, hs-auth"
27733,Multiple Fast Flashing Tabs,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,17 sep. 2018 00:50:54,17 sep. 2018 07:10:27,,,,drkenrich,tbb-8.0-issues
27736,Make sure that Tor doesn't build an IPv4 and an IPv6 connection to the same relay,assigned,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,17 sep. 2018 01:58:44,5 nov. 2018 06:35:33,#17835,,,teor,tor-client ipv6
27739,rust protover_all_supported() accepts too-long protocol names,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.3.6,Normal,17 sep. 2018 05:47:39,20 feb. 2019 16:05:17,,,,cyberpunks,"rust, protover, 040-deferred-20190220"
27758,Tor Website->Volunteer->Tor->Bug Tracker: REPORT_VIEW privileges are required to perform this operation on report:12. You don't have the required permissions.,new,defect,qbi,Medium,,Internal Services/Service - trac,,Normal,18 sep. 2018 01:10:30,16 oct. 2018 01:11:31,,,,neel,
27768,Menu button does not work in Tor Browser 8 on Windows,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 sep. 2018 11:57:12,29 sep. 2018 11:51:17,,,,therapid,"tbb-8.0-issues, tbb-regression"
27785,updateRustDependencies.sh shouldn't use realpath,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,19 sep. 2018 23:07:27,19 sep. 2018 23:07:27,,,,catalyst,rust
27792,Please update links in torsocks blog post,new,defect,hiro,Medium,,Webpages/Blog,,Normal,19 sep. 2018 23:23:22,19 sep. 2018 23:23:22,,,,traumschule,
27796,removed style does not work,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,20 sep. 2018 12:15:30,27 sep. 2018 16:19:01,,,,cypherpunks3,tbb-8.0-issues
27802,OpenSSL 1.1.0 issue during static link,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,20 sep. 2018 23:32:21,1 mar. 2019 05:02:40,#6623,,,cretz,"static, 029-backport, 034-backport, 032-unreached-backport, 033-backport-unreached"
27805,Update CodingStandardsRust.md with allocate_and_copy_string(),new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.3.1-alpha,Normal,21 sep. 2018 00:24:21,15 ene. 2019 18:23:28,,,,teor,"rust, protover, memory-safety, fast-fix, 035-deferred-20190115, 041-proposed"
27807,Add link backup feature in Tor Browser,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,21 sep. 2018 05:20:45,21 sep. 2018 06:24:40,,,,Prince360,tbb-mobile
27811,Eventual inability to connect to a HS from a client that lists most countries in ExcludeNodes,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: unspecified,Normal,21 sep. 2018 13:52:03,21 sep. 2018 14:50:30,,,,jchevali,
27815,Killing firefox.real child at ~100% load caused parent to segfault,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 sep. 2018 00:24:18,3 oct. 2018 18:50:37,,,,traumschule,
27816,"Rendezvous failures could distinguish ""unknown cookie"" from ""outdated cookie""",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,22 sep. 2018 03:59:32,24 sep. 2018 12:26:21,,,,arma,tor-hs
27819,an updated tor is not available for the blind,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 sep. 2018 12:11:27,24 sep. 2018 21:41:47,,,,skif1278,accessibility
27824,TorBrowser or NoScript 10 prevents cookies even if cookie exceptions are present,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 sep. 2018 23:04:43,10 mar. 2019 17:29:10,,,,joebt,"Tor Browser, NoScript, cookies"
27825,NoScript 10 (.1.9.6) in TBB 8 can't Export settings to a file,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 sep. 2018 23:23:37,26 sep. 2018 08:15:08,,,,joebt,"noscript, tbb-8.0-issues, tbb-regression"
27832,language issue,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,23 sep. 2018 15:53:49,26 sep. 2018 08:06:01,,,,gauti1206,
27835,Can't login to Protonmail when Tor Browser security level is max,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,23 sep. 2018 22:05:27,12 nov. 2018 20:25:06,,,,tpbt,
27836,RSS feed https authentication,new,defect,qbi,Medium,,Internal Services/Service - trac,,Normal,23 sep. 2018 23:20:59,6 nov. 2018 17:48:07,,,,atagar,
27839,Wrong support link on about:preferences#searchResults,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,24 sep. 2018 14:46:26,24 sep. 2018 14:46:26,,,,traumschule,
27855,Tor exited during startup,needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,25 sep. 2018 13:57:50,15 oct. 2018 13:17:41,,,,kevinnoah,
27858,enable zstd on linux CI,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,25 sep. 2018 17:48:13,26 sep. 2018 11:50:43,,,,cyberpunks,
27859,update travis CI to ubuntu xenial image when available,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,25 sep. 2018 17:55:29,30 mar. 2019 04:10:47,#27858,,,cyberpunks,tor-ci
27867,Gesturify 2.x does not work with Tor Browser 8,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,26 sep. 2018 08:37:10,12 dic. 2018 05:29:29,,,,gk,"tbb-8.0-issues, tbb-regression"
27869,"""netstatus"" in core should not depend on ""hibernate"" in features",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,26 sep. 2018 13:53:22,26 sep. 2018 13:53:22,,,,nickm,
27896,base32 padding inconsistency between client and server in HS v3 client auth preview,needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.5.1-alpha,Normal,28 sep. 2018 11:47:49,20 feb. 2019 16:05:17,,,,jchevali,"tor-hs, hs-auth, 040-deferred-20190220"
27897,"Music streaming stopped working in update to 8.0, 8.0.1",assigned,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 sep. 2018 14:11:23,10 oct. 2018 14:02:10,,,,user433,"tbb-8.0-issues, tbb-regression, tbb-usability-website"
27901,"Build fails on FreeBSD/mips, but succeeds when auroreconf is run before the build",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.4.8,Normal,29 sep. 2018 02:28:58,1 oct. 2018 22:23:28,,,,yurivict271,bsd freebsd
27903,Tor Browser 8 does not respect gtk3 settings,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,29 sep. 2018 12:08:01,23 may. 2019 20:45:21,,,,gk,"tbb-8.0-issues, tbb-regression"
27904,Tor Browser for Android does not protect master password screen with FLAG_SECURE,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,29 sep. 2018 12:39:01,10 dic. 2018 09:20:58,,,,gk,tbb-mobile
27909,"hide ""Data Collection and Use"" section within about:preferences",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,29 sep. 2018 21:09:11,30 sep. 2018 11:58:00,#25795,,,mcs,"ff60-esr,tbb-8.0-issues"
27920,"""Resolve destination buffer too small"" is unclear",new,defect,dgoulet,Medium,,Core Tor/Torsocks,,Normal,30 sep. 2018 23:28:42,17 ene. 2019 18:47:10,,,,traumschule,
27922,orbot: SUCCESS equals false Tor was unable to start,new,defect,n8fr8,Medium,,Applications/Orbot,Tor: 0.3.3.5-rc,Normal,1 oct. 2018 03:14:10,1 oct. 2018 03:14:10,,,,themusicgod1,
27925,Permanent link on /exonerator.html? is http,new,defect,metrics-team,Medium,,Metrics/ExoneraTor,,Normal,1 oct. 2018 17:25:47,15 oct. 2018 19:37:16,,,,modik,
27946,"""ExitRelay 0"" ignored if config files are in include directories",needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.5.2-alpha,Normal,3 oct. 2018 18:21:24,9 oct. 2018 13:41:06,,,,toralf,
27953,Authorization types for v3 onion service have to be clarified in documentation,reopened,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,4 oct. 2018 16:05:02,9 ene. 2019 13:33:37,,,,geoip,"tor-spec, tor-hs, hs-auth"
27956,Tor browser not opening,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,5 oct. 2018 05:54:28,5 oct. 2018 15:38:07,,,,Oldies,
27961,browser size issue with tor browser 8.0.2,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,5 oct. 2018 20:33:33,10 oct. 2018 06:51:46,,,,browsersize,AffectsTails
27980,Missing server descriptors in recent/ but not in out/,needs_information,defect,karsten,Medium,,Metrics/CollecTor,,Normal,8 oct. 2018 14:07:51,1 feb. 2019 10:21:47,,,,karsten,
27981,"3 days young relay is not shown in 1-month graph, but in 6-month graph",new,defect,metrics-team,Medium,,Metrics/Relay Search,,Normal,8 oct. 2018 20:37:45,10 oct. 2018 20:43:20,,,,toralf,
27989,"about:preferences Change Block List contains an occurrence of ""Firefox""",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 oct. 2018 13:21:32,10 oct. 2018 13:21:32,,,,mcs,ff68-esr
27997,Remove failing mirrors,needs_review,defect,traumschule,Medium,,Community/Mirrors,,Normal,11 oct. 2018 01:13:08,12 oct. 2018 05:28:33,,,,traumschule,
28021,Run the Tor Browser test suite as part of the Tails test suite,assigned,defect,tbb-team,Medium,,Applications/Quality Assurance and Testing,,Normal,12 oct. 2018 16:49:18,12 oct. 2018 16:50:42,,,,intrigeri,AffectsTails
28027,Tor keeps opening circuits while waiting for bridge descriptors,needs_information,defect,neel,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.0.1-alpha,Normal,12 oct. 2018 21:31:06,22 abr. 2019 11:30:01,,,,dgoulet,"tor-hs, regression, tor-guard, 034-backport, 035-backport, postfreeze-ok, 040-deferred-20190220, 033-backport-unreached, reviewer-was-teor-20190422"
28036,Launch tests inside a single dirauth instance,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 oct. 2018 04:08:55,15 ene. 2019 18:36:07,#27146,,,teor,"regression, tor-dirauth, macOS, 035-can, 040-roadmap-proposed, 040-deferred-201915"
28045,Start supporting python 3.7,accepted,defect,juga,Medium,sbws: unspecified,Core Tor/sbws,,Normal,15 oct. 2018 11:59:58,29 mar. 2019 15:31:20,#29953,1,,juga,"easy, no-changes-version"
28065,Tor web docs,accepted,defect,hiro,Medium,,Internal Services/Services Admin Team,,Normal,16 oct. 2018 11:29:22,20 nov. 2018 14:41:02,,,,hiro,
28068,Tor not reopening on USB,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,16 oct. 2018 16:28:37,25 oct. 2018 23:45:05,,,,mackey,"tbb-regression, tbb-8.0-issues"
28081,rust protover discards all votes if one is not UTF-8,needs_revision,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.3.1-alpha,Normal,17 oct. 2018 02:35:30,1 mar. 2019 05:02:40,,,,cyberpunks,"rust, protover, 034-backport, 035-deferred-20190115, 041-proposed, 033-backport-unreached"
28087,Investigate circuit timeout times and if sbws is properly cleaning up circuits when it gives up on them,new,defect,,Medium,sbws: unspecified,Core Tor/sbws,,Normal,17 oct. 2018 14:44:40,29 mar. 2019 15:48:06,#29954,,,pastly,scanner
28090,Keepalive padding cell bypasses the cell scheduler,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,17 oct. 2018 16:03:27,20 feb. 2019 16:05:17,,,,dgoulet,"tor-relay, tor-scheduler, tor-kist, 040-deferred-20190220"
28095,dirauth key pinning can be bypassed sometimes?,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,17 oct. 2018 21:10:07,17 oct. 2018 21:10:07,,,,catalyst,tor-dirauth
28097,Get the actual Windows version from Kernel32.dll,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,17 oct. 2018 23:45:51,15 ene. 2019 18:36:07,,,,teor,"windows, 040-deferred-201915"
28106,Change integration tests from bash to shell,new,defect,,Medium,sbws: unspecified,Core Tor/sbws,,Normal,18 oct. 2018 13:26:45,30 nov. 2018 01:18:57,,,,juga,
28107,Tor Browser 8.0 turns off VP9 videos when detects low fps,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 oct. 2018 14:02:01,21 oct. 2018 06:33:13,,,,vp9,tbb-fingerprinting
28109,envio de directorio,assigned,defect,carlaherrera30,Medium,,Community/Tor Support,,Normal,18 oct. 2018 18:10:46,19 nov. 2018 08:36:57,,,,carlaherrera30,
28113,notify systemd if shutdown will be longer than 30 seconds,needs_revision,defect,Hello71,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.2-alpha,Normal,18 oct. 2018 23:53:37,22 abr. 2019 11:30:01,,,,Hello71,"tor-systemd, 029-backport-maybe, 033-backport-maybe, 034-backport-maybe, 035-backport-maybe, 033-backport-unreached, reviewer-was-teor-20190422"
28117,Some URLs can't be downloaded with LC_ALL=C,new,defect,boklm,Medium,,Applications/rbm,,Normal,19 oct. 2018 08:46:41,5 dic. 2018 09:35:15,,,,boklm,tbb-rbm
28124,Show Tor Browser icon as macOS volume icon,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,19 oct. 2018 19:30:56,19 oct. 2018 19:32:28,,,,gk,"tbb-rbm, tbb-branding"
28143,Tor Browser forgets DuckDuckGo's search when going back on navigation history,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 oct. 2018 18:15:32,28 may. 2019 06:43:04,,,,wencha,
28146,[meta] Improve Tor Browser Sandbox,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 oct. 2018 20:13:09,22 oct. 2018 20:13:09,,,,tom,
28147,[meta] Improve Tor Browser Content Process Sandbox,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 oct. 2018 20:15:32,1 nov. 2018 16:26:51,#28146,,,tom,
